source_file,clause_id,clause_text,week2_category,regex_label,ground_truth
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,65,"“Benchmark Replacement Conforming Changes” means, with respect to any Benchmark Replacement, any technical,administrative or operational changes that the Company (or one of its aﬃliates) decides may be appropriate to reﬂect theadoption of such Benchmark Replacement in a manner substantially consistent with market practice (or, if the Company (orsuch aﬃliate) decides that adoption of any portion of such market practice is not administratively feasible or if the Company(or such aﬃliate) determines that no market practice for use of the Benchmark Replacement exists, in such other manner asthe Company (or such aﬃliate) determines is reasonably necessary).",Parties,General Provisions,Amendments
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,66,"“Benchmark Replacement Date” means the earliest to occur of the following events with respect to the then-currentBenchmark: (1) in the case of clause (1) or (2) of the deﬁnition of “Benchmark Transition Event,” the later of (a) the date of thepublic statement or publication of information referenced therein and (b) the date on which the administrator of theBenchmark permanently or indeﬁnitely ceases to provide the Benchmark",Governing Law,General Provisions,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,67,"or (2) in the case of clause (3) of the deﬁnition of “Benchmark Transition Event,” the date of the public statement orpublication of information referenced therein.",Governing Law,General Provisions,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,68,"For the avoidance of doubt, if the event giving rise to the Benchmark Replacement Date occurs on the same day as, butearlier than, the Reference Time in respect of any determination, the Benchmark Replacement Date will be deemed to haveoccurred prior to the Reference Time for such determination.",Term and Termination,General Provisions,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,69,"“Benchmark Transition Event” means the occurrence of one or more of the following events with respect to the then-current Benchmark: (1) a public statement or publication of information by or on behalf of the administrator of the Benchmark announcingthat such administrator has ceased or will cease to provide the Benchmark, permanently or indeﬁnitely, provided that,at the time of such statement or publication, there is no successor administrator that will continue to provide theBenchmark",Governing Law,Assignment,Term and Termination
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,70,"(2) a public statement or publication of information by the regulatory supervisor for the administrator of theBenchmark, the central bank for the currency of the Benchmark, an insolvency oﬃcial with jurisdiction over theadministrator for the Benchmark, a resolution authority with jurisdiction over the administrator for the Benchmark or acourt or an entity with similar insolvency or resolution authority over the administrator for the Benchmark, which statesthat the administrator of the Benchmark has ceased or will cease to provide the Benchmark permanently orindeﬁnitely, provided that, at the time of such statement or publication, there is no successor administrator that willcontinue to provide the Benchmark",Governing Law,Governing Law,Governing Law
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,71,or (3) a public statement or publication of information by the regulatory supervisor for the administrator of the Benchmarkannouncing that the Benchmark is no longer representative.,Governing Law,Representations and Warranties,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,72,“Business Day” means any weekday that is not a legal holiday in New York City and is not a day on which bankinginstitutions in New York City are authorized or required by law or regulation to be closed and is a U.S.,General Provisions,General Provisions,Severability
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,74,"“ISDA” means the International Swaps and Derivatives Association, Inc.",General Provisions,General Provisions,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,76,"“ISDA Deﬁnitions” means the 2006 ISDA Deﬁnitions published by ISDA, as amended or supplemented from time totime, or any successor deﬁnitional booklet for interest rate derivatives published from time to time.",Amendments,Assignment,Amendments
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,77,“ISDA Fallback Adjustment” means the spread adjustment (which may be a positive or negative value or zero) thatwould apply for derivatives transactions referencing the ISDA Deﬁnitions to be determined upon the occurrence of an indexcessation event with respect to the Benchmark for the applicable tenor.,Term and Termination,General Provisions,Amendments
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,78,“ISDA Fallback Rate” means the rate that would apply for derivatives transactions referencing the ISDA Deﬁnitions tobe eﬀective upon the occurrence of an index cessation date with respect to the Benchmark for the applicable tenor excludingthe applicable ISDA Fallback Adjustment.,General Provisions,General Provisions,Term and Termination
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,79,“NY Federal Reserve” means the Federal Reserve Bank of New York.,General Provisions,General Provisions,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,80,"“NY Federal Reserve’s Website” means the website of the NY Federal Reserve, currently at xxxx://xxx.xxxxxxxxxx.xxx,or any successor website of the NY Federal Reserve or the website of any successor administrator of the Secured OvernightFinancing Rate.",General Provisions,Assignment,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,81,“Rate Cut-Oﬀ Date” means the second U.S.,General Provisions,General Provisions,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,82,Government Securities Business Day prior to a redemption date or theMaturity Date.,General Provisions,General Provisions,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,83,"“Reference Time” with respect to any determination of the Benchmark means (1) if the Benchmark is CompoundedSOFR, the SOFR Determination Time and (2) if the Benchmark is not Compounded SOFR, the time determined by Citigroup(or one of its aﬃliates) in accordance with the Benchmark Replacement Conforming Changes.",Term and Termination,General Provisions,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,84,"“Relevant Governmental Body” means the Federal Reserve Board and/or the NY Federal Reserve, or a committeeoﬃcially endorsed or convened by the Federal Reserve Board and/or the NY Federal Reserve or any successor thereto.",General Provisions,Assignment,Parties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,85,“Unadjusted Benchmark Replacement” means the Benchmark Replacement excluding the Benchmark ReplacementAdjustment.,General Provisions,General Provisions,Severability
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,86,"Upon request from any Noteholder, the Calculation Agent will provide the interest rate in eﬀect on this Note for the currentInterest Period during the Floating Rate Period and, if it has been determined, the interest rate to be in eﬀect for the nextInterest Period during the Floating Rate Period.",Term and Termination,General Provisions,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,87,"If an event of default (as deﬁned in the Indenture) with respect to Notes of this series shall occur and be continuing, theprincipal of the Notes of this series may be declared due and payable in the manner and with the eﬀect provided in theIndenture.",General Provisions,General Provisions,Force Majeure
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,88,Sections 12.02 and 12.03 of the Indenture containing provisions for defeasance apply to this Note.,Severability,General Provisions,Severability
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,89,At any time the entireindebtedness of this Note may be defeased upon compliance by the Company with certain conditions set forth inSection 12.04 of the Indenture.,Parties,General Provisions,Amendments
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,90,"The Indenture contains provisions permitting the Company and the Trustee, without the consent of the holders of theSecurities, to establish, among other things, the form and terms of any series of Securities issuable thereunder by one ormore supplemental indentures, and, with the consent of the holders of a majority in aggregate principal amount of Securitiesat the time outstanding which are aﬀected thereby, to modify the Indenture or any supplemental indenture or the rights ofthe holders of Securities of such series to be aﬀected, provided that no such modiﬁcation will (i) extend the ﬁxed maturity ofany Securities, reduce the rate or extend the time of payment of interest thereon, reduce the principal amount thereof or thepremium, if any, thereon, reduce the amount of the principal of Original Issue Discount Securities payable on any date,change the currency in which Securities are payable, or impair the right to institute suit for the enforcement of any suchpayment on or after the maturity thereof, without the consent of the holder of each Security so aﬀected, or (ii) reduce theaforesaid percentage of Securities of any series the consent of the holders of which is required for any such modiﬁcationwithout the consent of the holders of all Securities of such series then outstanding, or (iii) modify the rights, duties orimmunities of the Trustee unless the Trustee agrees to such modiﬁcation.",Payment,Amendments,Amendments
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,91,"No reference herein to the Indenture and no provision of this Note or of the Indenture shall alter or impair the obligation ofthe Company, which is absolute and unconditional, to pay the principal of and interest on this Note at the times, place andrate, and in the coin or currency, herein prescribed.",Parties,Payment,Assignment
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,92,This Note is a Global Security registered in the name of a nominee of the Depository.,General Provisions,General Provisions,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,93,This Note is exchangeable for Notesregistered in the name of a person other than the Depository or its nominee only in the limited circumstances hereinafterdescribed.,Force Majeure,General Provisions,Assignment
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,94,"Unless and until it is exchanged in whole or in part for deﬁnitive Notes in certiﬁcated form, this Note may not betransferred except as a whole by the Depository to a nominee of the Depository or by a nominee of the Depository to theDepository or another nominee of the Depository.",Assignment,General Provisions,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,95,"The Notes represented by this Global Security are exchangeable for deﬁnitive Notes in certiﬁcated form of like tenor as suchNotes in denominations of $1,000 and whole multiples of $1,000 in excess thereof only if (i) the Depository notiﬁes theCompany that it is unwilling or unable to continue as Depository for the Notes and the Company is unable to appoint asuccessor depository or (ii) the Depository ceases to be a clearing agency registered under the Securities Exchange Act of1934, as amended, or (iii) the Company in its sole discretion decides to allow the Notes to be exchanged for deﬁnitive Notesin registered form.",Amendments,Representations and Warranties,Severability
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,96,Any Notes that are exchangeable pursuant to the preceding sentence are exchangeable for certiﬁcatedNotes issuable in authorized denominations and registered in such names as the Depository shall direct.,Amendments,General Provisions,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,97,"As provided in theIndenture and subject to certain limitations therein set forth, the transfer of deﬁnitive Notes in certiﬁcated form is registrablein the register maintained by the Company in The City of New York for such purpose, upon surrender of the deﬁnitive Notefor registration of transfer at the oﬃce or agency of the registrar, duly endorsed by, or accompanied by a written instrumentof transfer in form satisfactory to the Company and the registrar duly executed by, the holder thereof or his attorney dulyauthorized in writing, and thereupon one or more new Notes of this series and of like tenor, of authorized denominations andfor the same aggregate principal amount, will be issued to the designated transferee or transferees.",Parties,Assignment,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,98,"Subject to the foregoing,this Note is not exchangeable, except for a Global Security or Global Securities of this issue of the same principal amount tobe registered in the name of the Depository or its nominee.",Amendments,General Provisions,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,99,"No service charge shall be made for any such registration of transfer or exchange, but the Company may require payment ofa sum suﬃcient to cover any tax or other governmental charge payable in connection therewith.",Payment,Payment,Assignment
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,100,"Prior to due presentment of this Note for registration of transfer, the Company, the Trustee and any agent of the Company orthe Trustee may treat the Person in whose name this Note is registered as the owner hereof for all purposes, whether or notthis Note be overdue, and neither the Company, the Trustee nor any such agent shall be aﬀected by notice to the contrary.",Parties,Notices,Assignment
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,101,"The Company will pay additional amounts (“Additional Amounts”) to the beneﬁcial owner of any Note that is a non-UnitedStates person in order to ensure that every net payment on such Note will not be less, due to payment of U.S.",Parties,Payment,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,102,"withholdingtax, than the amount then due and payable.",Payment,General Provisions,Assignment
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,103,"For this purpose, a “net payment” on a Note means a payment by the Companyor a paying agent, including payment of principal and interest, after deduction for any present or future tax, assessment orother governmental charge of the United States.",Payment,Payment,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,104,These Additional Amounts will constitute additional interest on the Note.,General Provisions,General Provisions,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,105,"The Company will not be required to pay Additional Amounts, however, in any of the circumstances described in items(1) through (13) below.",Parties,General Provisions,Severability
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,106,"(1) Additional Amounts will not be payable if a payment on a Note is reduced as a result of any tax, assessment orother governmental charge that is imposed or withheld solely by reason of the beneﬁcial owner: (a) having a relationship with the United States as a citizen, resident or otherwise",Payment,Payment,Parties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,107,(b) having had such a relationship in the past,General Provisions,General Provisions,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,108,or (c) being considered as having had such a relationship.,General Provisions,General Provisions,Parties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,109,"(2) Additional Amounts will not be payable if a payment on a Note is reduced as a result of any tax, assessment orother governmental charge that is imposed or withheld solely by reason of the beneﬁcial owner: (a) being treated as present in or engaged in a trade or business in the United States",Payment,Payment,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,110,(b) being treated as having been present in or engaged in a trade or business in the United States in the past,Governing Law,General Provisions,Parties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,111,or (c) having or having had a permanent establishment in the United States.,Governing Law,General Provisions,Parties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,112,"(3) Additional Amounts will not be payable if a payment on a Note is reduced as a result of any tax, assessment orother governmental charge that is imposed or withheld in whole or in part by reason of the beneﬁcial owner being or havingbeen any of the following (as such terms are deﬁned in the Internal Revenue Code of 1986, as amended): (a) personal holding company",Payment,Payment,Parties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,113,(b) foreign private foundation or other foreign tax-exempt organization,Payment,General Provisions,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,116,or (e) corporation which has accumulated earnings to avoid United States federal income tax.,Governing Law,General Provisions,Parties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,117,"(4) Additional Amounts will not be payable if a payment on a Note is reduced as a result of any tax, assessment orother governmental charge that is imposed or withheld solely by reason of the beneﬁcial owner owning or having owned,actually or constructively, 10 percent or more of the total combined voting power of all classes of stock of the Companyentitled to vote or by reason of the beneﬁcial owner being a bank that has invested in a Note as an extension of credit in theordinary course of its trade or business.",Payment,Payment,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,118,"For purposes of items (1) through (4) above, “beneﬁcial owner” means a ﬁduciary, settlor, beneﬁciary, member orshareholder of the holder if the holder is an estate, trust, partnership, limited liability company, corporation or other entity,or a person holding a power over an estate or trust administered by a ﬁduciary holder.",Parties,Limitation of Liability,Indemnification
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,119,(5) Additional Amounts will not be payable to any beneﬁcial owner of a Note that is a: (a) ﬁduciary,General Provisions,General Provisions,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,122,"or (d) other ﬁscally transparent entity or that is not the sole beneﬁcial owner of the Note, or any portion of the Note.",General Provisions,General Provisions,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,123,"However, this exception to the obligationto pay Additional Amounts will only apply to the extent that a beneﬁciary or settlor in relation to the ﬁduciary, or a beneﬁcialowner or member of the partnership, limited liability company or other ﬁscally transparent entity, would not have beenentitled to the payment of an Additional Amount had the beneﬁciary, settlor, beneﬁcial owner or member received directlyits beneﬁcial or distributive share of the payment.",Parties,Payment,Assignment
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,124,"(6) Additional Amounts will not be payable if a payment on a Note is reduced as a result of any tax, assessment orother governmental charge that is imposed or withheld solely by reason of the failure of the beneﬁcial owner or any otherperson to comply with applicable certiﬁcation, identiﬁcation, documentation or other information reporting requirements.This exception to the obligation to pay Additional Amounts will only apply if compliance with such reporting requirements isrequired by statute or regulation of the United States or by an applicable income tax treaty to which the United States is aparty as a precondition to exemption from such tax, assessment or other governmental charge.",Payment,Payment,Assignment
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,125,"(7) Additional Amounts will not be payable if a payment on a Note is reduced as a result of any tax, assessment orother governmental charge that is collected or imposed by any method other than by withholding from a payment on a Noteby the Company or a paying agent.",Payment,Payment,Assignment
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,126,"(8) Additional Amounts will not be payable if a payment on a Note is reduced as a result of any tax, assessment orother governmental charge that is imposed or withheld by reason of a change in law, regulation, or administrative or judicialinterpretation that becomes eﬀective more than 15 days after the payment becomes due or is duly provided for, whicheveroccurs later.",Payment,Payment,Amendments
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,127,"(9) Additional Amounts will not be payable if a payment on a Note is reduced as a result of any tax, assessment orother governmental charge that is imposed or withheld by reason of the presentation by the beneﬁcial owner of a Note forpayment more than 30 days after the date on which such payment becomes due or is duly provided for, whichever occurslater.",Payment,Payment,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,128,(10) Additional Amounts will not be payable if a payment on a Note is reduced as a result of any: (a) estate tax,Payment,Payment,General Provisions
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,136,"or (i) any similar tax, assessment, withholding, deduction or other governmental charge.",Payment,General Provisions,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,137,"(11) Additional Amounts will not be payable if a payment on a Note is reduced as a result of any tax, assessment, orother governmental charge required to be withheld by any paying agent from a payment of principal or interest on a Note ifsuch payment can be made without such withholding by any other paying agent.",Payment,Payment,General Provisions
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,138,"(12) Additional Amounts will not be payable if a payment on a Note is reduced as a result of any withholding,deduction, tax, duty assessment or other governmental charge that would not have been imposed but for a failure by theholder or beneﬁcial owner of a Note (or any ﬁnancial institution through which the holder or beneﬁcial owner holds the Noteor through which payment on the Note is made) to take any action (including entering into an agreement with the InternalRevenue Service, or a governmental authority of another jurisdiction if the holder is entitled to the beneﬁts of anintergovernmental agreement between that jurisdiction and the United States) or to comply with any applicable certiﬁcation,documentation, information or other reporting requirement or agreement concerning accounts maintained by the holder orbeneﬁcial owner (or any such ﬁnancial institution), or concerning ownership of the holder or beneﬁcial owner, or anysubstantially similar requirement or agreement.",Governing Law,Governing Law,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,139,(13) Additional Amounts will not be payable if a payment on a Note is reduced as a result of any combination of items(1) through (12) above.,Payment,Payment,General Provisions
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,140,"Except as speciﬁcally provided herein, the Company will not be required to make any payment of any tax, assessmentor other governmental charge imposed by any government or a political subdivision or taxing authority of such government.",Payment,Payment,General Provisions
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,141,"As used in this Note, “United States person” means: (a) any individual who is a citizen or resident of the United States",Governing Law,General Provisions,Assignment
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,142,"(b) any corporation, partnership or other entity created or organized in or under the laws of the United States or anypolitical subdivision thereof",Governing Law,General Provisions,Parties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,143,(c) any estate if the income of such estate falls within the federal income tax jurisdiction of the United Statesregardless of the source of such income,Governing Law,Governing Law,Governing Law
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,144,and (d) any trust if (i) a United States court is able to exercise primary supervision over its administration and one ormore United States persons have the authority to control all of the substantial decisions of the trust,Governing Law,General Provisions,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,145,or (ii) it hasa valid election in eﬀect under applicable United States Treasury regulations to be treated as a United Statesperson.,Governing Law,General Provisions,Assignment
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,146,"Additionally, “non-United States person” means a person who is not a United States person, and “United States” meansthe states of the United States of America and the District of Columbia, but excluding its territories and its possessions.",Governing Law,General Provisions,Assignment
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,147,"Except as provided below, the Notes may not be redeemed prior to maturity.",General Provisions,General Provisions,Severability
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,148,"(1) The Company may, at its option, redeem the Notes if: (a) the Company becomes or will become obligated to pay Additional Amounts as described above",Parties,General Provisions,Assignment
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,149,"(b) the obligation to pay Additional Amounts arises as a result of any change in the laws, regulations or rulingsof the United States, or an oﬃcial position regarding the application or interpretation of such laws,regulations or rulings, which change is announced or becomes eﬀective on or after May 1, 2025",Governing Law,General Provisions,Assignment
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,150,"and (c) the Company determines, in its business judgment, that the obligation to pay such Additional Amountscannot be avoided by the use of reasonable measures available to it, other than substituting the obligorunder the Notes or taking any action that would entail a material cost to the Company.",Parties,General Provisions,Assignment
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,151,"(2) The Company may also redeem the Notes, at its option, if: (a) any act is taken by a taxing authority of the United States on or after May 1, 2025 whether or not such act istaken in relation to the Company or any subsidiary, that results in a substantial probability that theCompany will or may be required to pay Additional Amounts as described above",Parties,General Provisions,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,152,"(b) the Company determines, in its business judgment, that the obligation to pay such Additional Amountscannot be avoided by the use of reasonable measures available to it, other than substituting the obligorunder the Notes or taking any action that would entail a material cost to the Company",Parties,General Provisions,Assignment
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,153,"and (c) the Company receives an opinion of independent counsel to the eﬀect that an act taken by a taxingauthority of the United States results in a substantial probability that the Company will or may be requiredto pay the Additional Amounts described above, and delivers to the Trustee a certiﬁcate, signed by a dulyauthorized oﬃcer, stating that based on such opinion the Company is entitled to redeem the Notes pursuantto their terms.",Parties,General Provisions,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,154,"Any redemption of the Notes as set forth in clauses (1) or (2) above shall be in whole, and not in part, and will be made at aredemption price equal to 100% of the principal amount of the Notes outstanding plus accrued and unpaid interest thereon tothe date of redemption.",Payment,General Provisions,Entire Agreement
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,155,"(3) The Company may also redeem the Notes, at its option, in whole at any time or in part from time to time, on orafter November 7, 2025 (or, if additional notes are issued after May 7, 2025, beginning six months after the issuedate of such additional notes) and prior to May 7, 2027, at a redemption price (expressed as a percentage ofprincipal amount and rounded to three decimal places) equal to the greater of (1) (a) the sum of the presentvalues of the remaining scheduled payments of principal and interest thereon discounted to the redemption dateon a semiannual basis (assuming a 360-day year consisting of twelve 30-day months) at the Treasury Rate plus15 basis points less (b) interest accrued to the date of redemption, and (2) 100% of the principal amount of theNotes being redeemed, plus, in either case, accrued and unpaid interest thereon to, but excluding, the date ofredemption.",Payment,General Provisions,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,156,"• “Treasury Rate” means, with respect to any redemption date, the yield determined by the Company inaccordance with the following two paragraphs.",Parties,General Provisions,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,157,"The Treasury Rate shall be determined by the Company after 4:15 p.m., New York City time (or after such time asyields on U.S.",Parties,General Provisions,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,158,"government securities are posted daily by the Board of Governors of the Federal Reserve System),on the third business day preceding the redemption date based upon the yield or yields for the most recent daythat appear after such time on such day in the most recent statistical release published by the Board ofGovernors of the Federal Reserve System designated as “Selected Interest Rates (Daily) - H.15” (or any successordesignation or publication) (“H.15”) under the caption “U.S.",General Provisions,General Provisions,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,159,government securities–Treasury constant maturities–Nominal” (or any successor caption or heading).,General Provisions,Assignment,Assignment
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,160,"In determining the Treasury Rate, the Company shall select, asapplicable: (1) the yield for the Treasury constant maturity on H.15 exactly equal to the period from theredemption date to the maturity date of the Notes (the “Remaining Life”)",Term and Termination,General Provisions,Severability
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,161,"or (2) if there is no such Treasuryconstant maturity on H.15 exactly equal to the Remaining Life, the two yields – one yield corresponding to theTreasury constant maturity on H.15 immediately shorter than and one yield corresponding to the Treasuryconstant maturity on H.15 immediately longer than the Remaining Life – and shall interpolate to the maturitydate of the Notes on a straight-line basis (using the actual number of days) using such yields and rounding theresult to three decimal places",General Provisions,General Provisions,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,162,"or (3) if there is no such Treasury constant maturity on H.15 shorter than or longerthan the Remaining Life, the yield for the single Treasury constant maturity on H.15 closest to the Remaining Life.For purposes of this paragraph, the applicable Treasury constant maturity or maturities on H.15 shall be deemedto have a maturity date equal to the relevant number of months or years, as applicable, of such Treasuryconstant maturity from the redemption date.",General Provisions,General Provisions,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,163,"If on the third business day preceding the redemption date H.15 or any successor designation or publication is nolonger published, the Company shall calculate the Treasury Rate based on the rate per annum equal to the semi-annual equivalent yield to maturity at 11:00 a.m., New York City time, on the second business day preceding suchredemption date of the United States Treasury security maturing on, or with a maturity that is closest to, thematurity date of the Notes, as applicable.",Parties,Assignment,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,164,"If there is no United States Treasury security maturing on the maturitydate of the Notes but there are two or more United States Treasury securities with a maturity date equally distantfrom the maturity date of the Notes, one with a maturity date preceding the maturity date of the Notes and onewith a maturity date following the maturity date of the Notes, the Company shall select the United StatesTreasury security with a maturity date preceding the maturity date of the Notes.",Parties,General Provisions,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,165,"If there are two or more UnitedStates Treasury securities maturing on the maturity date of the Notes or two or more United States Treasurysecurities meeting the criteria of the preceding sentence, the Company shall select from among these two ormore United States Treasury securities the United States Treasury security that is trading closest to par basedupon the average of the bid and asked prices for such United States Treasury securities at 11:00 a.m., New YorkCity time.",Parties,General Provisions,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,166,"In determining the Treasury Rate in accordance with the terms of this paragraph, the semi-annual yieldto maturity of the applicable United States Treasury security shall be based upon the average of the bid andasked prices (expressed as a percentage of principal amount) at 11:00 a.m., New York City time, of such UnitedStates Treasury security, and rounded to three decimal places.",Term and Termination,General Provisions,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,167,"(4) The Company may also redeem the Notes, at its option, (i) in whole, but not in part, on May 7, 2027, or (ii) inwhole at any time or in part from time to time, on or after April 7, 2028 at a redemption price equal to 100% ofthe principal amount of the Notes being redeemed plus accrued and unpaid interest thereon to, but excluding, thedate of redemption.",Parties,General Provisions,Representations and Warranties
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,168,Holders shall be given not less than 15 days’ nor more than 60 days’ prior notice by the Trustee of the date ﬁxed for suchredemption described in (1) and (2) above.,Notices,Notices,Term and Termination
Law_Insider_citigroup-inc_contract_Filed_07-05-2025_Contract.pdf,169,Holders shall be given not less than 5 days’ nor more than 30 days’ prior noticeby the Trustee of the date ﬁxed for such redemption described in (3) and (4) above.,Notices,General Provisions,Representations and Warranties
